CAS,LogBCF,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,qed
88_06_2,1.94,3.310532875,236.1649959,7.723614639,4.735807553,7.003594391,4.609060905,2.445254046,3.579147465,1.718041751,2.968877785,0.98166568,1.776114548,0.534584645,1.351562275,0,0,0,15.79477846,5.022633314,0,12.13273414,0,0,0,39.90934707,195.9249478,1,1.4,1.8,0,-0.11,10,194.424,153.1815603,7.991112235,2.868476366,1.483432032,73.13543555,9.008209877,0.504825932,9.008209877,0.15236012,0.131728395,0.15236012,-0.131728395,-0.504825932,3.3524,43.1368,197.448,1,1,0,0,0,1,0,1,1,1,4,0,0,0,0,0,54,5.106527395,0,5.749511833,0,0,0,0,0,0,0,34.80281967,12.13273414,5.022633314,10.04526663,1,5.106527395,34.80281967,0,0,0,0,0,27.20063408,0,5.749511833,0,0,5.749511833,34.80281967,5.106527395,0,0,0,12.13273414,15.06789994,0,0,20.23,0,16.54290123,0,0,0,0,0,0,0,12.45709877,0.676127858
88_19_7,0.41,3.372194811,356.4582525,8.483127663,6.111496217,6.927992798,5.015855318,3.100510008,4.646829486,2.310506253,3.840351195,1.400119779,2.471228468,0.875655357,1.660726914,10.02329115,8.417796984,0,4.895483476,5.563451492,0,6.066367068,25.12283841,0,0,5.138973738,171.0353995,1.272727273,1.818181818,2.181818182,0.142857143,-0.87,11,162.149,232.0082403,8.228716683,2.636173638,1.783943528,65.89701182,10.83148148,0.237809253,10.83148148,0.237809253,0.194444444,0.224619586,-3.53349537,-0.224619586,0.64242,42.5522,171.221,2,3,0,0,0,1,0,1,2,1,4,0,1,0,0,0,60,0,0,0,10.02329115,0,0,0,13.55677072,0,0,18.19910121,18.55355576,0,4.895483476,1,8.417796984,10.02329115,0,0,5.138973738,11.81922068,0,29.82891977,0,0,5.138973738,0,0,0,8.417796984,10.02329115,6.9237372,5.563451492,29.16095175,0,0,0,60.16,0,-3.53349537,0,0,0,0,0,0,21.66296296,14.12053241,0.673740135
88_72_2,1.26,3.152941447,257.5379489,7.560477932,5.573111253,5.573111253,4.715214055,2.916105439,2.916105439,2.043596411,2.043596411,1.312150504,1.312150504,0.768270309,0.768270309,0,10.11431827,0,10.61069732,5.563451492,0,6.066367068,25.12283841,0,0,0,137.0476785,1.4,2,2.4,0.142857143,-1.38,10,130.082,182.2382193,6.736009281,2.473196904,1.127136219,58.44932096,10.22731481,0.271791321,10.22731481,0.271791321,0.18287037,0.258300941,-0.37962963,-0.258300941,1.90322,37.8334,137.138,0,3,0,0,0,1,0,1,2,0,3,0,1,0,0,0,52,0,0,0,0,5.687386275,0,10.11431827,0,0,0,18.19910121,6.9237372,11.62981856,4.923311049,1,4.923311049,5.687386275,0,0,0,6.9237372,0,39.94323803,0,0,0,5.687386275,0,0,4.923311049,0,17.03805547,5.563451492,24.26546827,0,0,0,43.14,0,0,0,0,0,0,0,0,0,29.33333333,0.437911866
88_73_3,1.17,3.152941447,261.6796584,7.560477932,4.951075726,5.707004672,4.715214055,2.605087675,2.983052148,1.70852134,2.115721466,1.049149135,1.368761663,0.599794804,0.804534736,4.923311049,10.11431827,0,10.71001959,0,0,12.13273414,12.13273414,0,0,11.60093989,156.993056,1.4,2,2.4,0,-1.09,10,153.524,182.2382193,7.022233446,2.662619175,1.247379922,62.38764507,10.14287037,0.287370894,10.14287037,0.287370894,0.051697531,0.258263257,-0.511574074,-0.258263257,2.2482,38.1064,157.556,0,3,0,0,0,1,0,1,2,0,4,0,1,0,0,0,52,0,5.022633314,0,0,5.687386275,0,10.11431827,0,0,0,23.73367403,6.066367068,6.066367068,4.923311049,1,4.923311049,17.28832616,0,0,0,0,0,39.40241986,0,0,0,5.687386275,0,11.60093989,4.923311049,0,10.11431827,0,24.26546827,5.022633314,0,0,43.14,0,5.477561728,0,0,0,0,0,0,0,25.96688272,0.463602103
88_74_4,1,3.152941447,259.6796584,7.560477932,5.150461522,5.150461522,4.715214055,2.704780573,2.704780573,1.81592551,1.81592551,1.133450971,1.133450971,0.653797544,0.653797544,4.923311049,10.11431827,0,11.37477255,0,0,12.13273414,12.13273414,0,0,5.733667477,138.0429274,1.4,2,2.4,0,-1.58,10,132.078,182.2382193,6.538764846,2.344994096,1.047197434,57.42426954,10.14731481,0.393167688,10.14731481,0.291600984,0.039351852,0.291600984,-0.50462963,-0.393167688,1.177,37.5088,138.126,2,4,0,0,0,1,0,1,3,1,4,0,1,0,0,0,52,5.733667477,5.687386275,0,0,5.687386275,0,10.11431827,0,0,0,12.13273414,6.066367068,6.066367068,4.923311049,1,4.923311049,11.37477255,0,0,0,0,5.733667477,34.37978654,0,0,5.733667477,11.37477255,0,0,4.923311049,0,10.11431827,0,24.26546827,0,0,0,69.16,0,0,0,0,0,0,0,0,0,31.33333333,0.359543609
88_85_7,1.79,3.480470536,472.009216,13.16277223,9.413791537,9.413791537,7.879116515,5.03719815,5.03719815,3.726245132,3.726245132,2.654848684,2.654848684,1.465814368,1.465814368,21.28352021,25.33516393,0,17.16874381,6.420821623,6.066367068,6.066367068,6.9237372,6.9237372,0,0,240.0746215,1.294117647,1.882352941,2.294117647,0.4,-2.18,17,228.119,4459.625302,12.88747638,4.770617543,2.494759843,96.99135677,10.68268849,0.501887539,10.68268849,0.317369672,0.186481481,0.317369672,-0.825185185,-0.501887539,2.7221,60.1216,240.215,1,7,0,0,0,1,0,1,5,1,7,0,4,0,0,0,92,5.106527395,0,5.749511833,0,5.687386275,5.687386275,20.22863654,0,0,0,13.8474744,12.33872767,11.62981856,15.91298917,1,14.95314949,11.37477255,0,0,0,26.18620207,0,37.92482217,0,5.749511833,0,11.37477255,5.749511833,0,14.95314949,0,20.22863654,31.74965356,12.13273414,0,0,0,106.51,0,0,0,0,0,0,0,0,0,55.5,0.642655862
88_89_1,0.34,3.572754538,461.8906851,12.45566545,7.393044663,7.393044663,7.341111713,3.644572844,3.644572844,2.603957666,2.603957666,1.658654742,1.658654742,0.973510505,0.973510505,37.5816038,30.34295481,0,0,12.13273414,0,0,0,0,0,5.106527395,228.9970994,0.875,1.25,1.5,0,-2.78,16,226.08,2479.518362,11.29564297,3.762656887,1.84248722,86.18456404,10.37175926,0.497306931,10.37175926,0.324423992,0.446759259,0.324423992,-1.207777778,-0.497306931,1.1168,48.07,229.104,1,10,0,0,0,1,0,1,7,1,10,0,3,0,0,0,84,5.106527395,0,0,0,11.43689811,11.37477255,30.34295481,0,0,0,0,0,0,26.90266728,1,19.87646054,17.06215882,0,0,0,0,0,42.47568894,0,5.749511833,0,17.06215882,5.749511833,0,19.87646054,0,30.34295481,0,12.13273414,0,0,0,149.65,0,0,0,0,0,0,0,0,0,64.66666667,0.601626964
NOCAS_861676,0.3,2.758163751,207.2123595,9.137828202,6.434538411,6.434538411,5.625897658,3.732471984,3.732471984,2.832270522,2.832270522,2.066797056,2.066797056,1.360046128,1.360046128,23.77442267,9.589074368,0,0,12.84164325,0,0,12.15204021,0,0,10.21305479,170.0579088,1,1.333333333,1.583333333,0.5,-1.32,12,160.084,475.348829,8.773632959,3.384252018,1.637863271,69.50992335,10.57199074,0.480998833,10.57199074,0.307198272,0.325694444,0.307198272,-1.021527778,-0.480998833,0.738,40.6256,170.164,2,4,1,0,1,0,0,0,2,2,4,0,2,0,0,0,66,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,12.15204021,12.84164325,0,11.83581209,1,19.80212916,11.93861058,0,0,11.83581209,12.84164325,0,12.15204021,0,0,0,0,0,0,22.15166537,9.589074368,11.83581209,12.84164325,12.15204021,0,0,0,74.6,0,0,0,0,0,0,0,0,0,39,0.599109813
89_61_2,2.05,3.23220887,300.6337992,8.43072142,5.25168993,6.763547822,5.109060905,2.704753514,3.46068246,1.852843284,2.696479192,1.104877771,1.659587402,0.625731753,0.978630415,4.923311049,10.11431827,0,10.71001959,5.022633314,0,18.19910121,0,0,0,23.20187978,190.9540837,1.363636364,2,2.454545455,0,-0.8,11,188.977,267.1888101,8.298039216,3.067883356,1.817283951,72.6909113,10.23645062,0.288862761,10.23645062,0.288862761,0.096666667,0.258262504,-0.575185185,-0.258262504,2.9016,43.1164,192.001,0,3,0,0,0,1,0,1,2,0,5,0,1,0,0,0,58,0,5.022633314,0,0,5.687386275,0,10.11431827,0,0,0,23.20187978,12.13273414,11.08900038,4.923311049,1,4.923311049,28.88926606,0,0,0,0,0,38.3586861,0,0,0,5.687386275,0,23.20187978,4.923311049,0,10.11431827,0,18.19910121,10.04526663,0,0,43.14,0,10.9887037,0,0,0,0,0,0,0,24.23351852,0.506569142
89_63_4,1.04,3.23220887,300.6337992,8.43072142,5.451075726,6.207004672,5.109060905,2.804446412,3.182410885,1.960247455,2.396683235,1.189179607,1.42427671,0.674938016,0.841281571,4.923311049,10.11431827,0,11.37477255,5.022633314,0,18.19910121,0,0,0,17.33460737,172.0039551,1.545454545,2.181818182,2.636363636,0,-1.29,11,167.531,267.1888101,7.812986612,2.754558509,1.588952173,67.72753577,10.24089506,0.393166179,10.24089506,0.293092743,0.124444444,0.293092743,-0.568240741,-0.393166179,1.8304,42.5188,172.571,2,4,0,0,0,1,0,1,3,1,5,0,1,0,0,0,58,5.733667477,5.687386275,0,0,5.687386275,0,10.11431827,0,0,0,11.60093989,12.13273414,11.08900038,4.923311049,1,4.923311049,22.97571244,0,0,0,0,5.733667477,33.33605279,0,0,5.733667477,11.37477255,0,11.60093989,4.923311049,0,10.11431827,0,18.19910121,5.022633314,0,0,69.16,0,5.500895062,0,0,0,0,0,0,0,29.61021605,0.399214834
89_69_0,1.84,3.325884147,339.8102371,9.300964908,5.552304134,7.820090972,5.519744508,2.810402417,3.944295836,1.974838223,3.196438603,1.186436428,2.21131981,0.651978278,1.262063893,4.923311049,10.11431827,0,20.75528622,0,6.066367068,6.066367068,0,0,0,34.80281967,224.9151113,1.083333333,1.583333333,2.083333333,0,-0.51,12,224.43,393.5983257,9.577032202,3.474294284,1.800768622,82.99417752,10.30466679,0.288972412,10.30466679,0.288972412,0.019074074,0.258262492,-0.620493827,-0.258262492,3.555,48.1264,226.446,0,3,0,0,0,1,0,1,2,0,6,0,1,0,0,0,64,0,5.022633314,0,0,5.687386275,0,10.11431827,0,0,0,34.80281967,6.066367068,6.066367068,14.96857768,1,4.923311049,40.49020595,0,0,0,0,0,37.31495235,0,0,0,5.687386275,0,34.80281967,4.923311049,0,10.11431827,0,12.13273414,15.06789994,0,0,43.14,0,16.59819728,0,0,0,0,0,0,0,22.40180272,0.417361982
90_12_0,1.73,2.913161164,369.2000235,7.681798276,6.541451884,6.541451884,5.377010098,3.821367205,3.821367205,2.796046574,2.796046574,2.007638632,2.007638632,1.387357326,1.387357326,0,0,0,0,0,0,16.33589992,0,0,49.38830668,0,142.0782503,0.818181818,1.545454545,2.363636364,0.090909091,-1.3,11,132.121,505.7637346,6.412726002,2.38707483,1.006320699,66.47800977,2.157407407,0.06162938,2.157407407,-0.015473598,1.326388889,0.015473598,1.326388889,-0.06162938,3.14822,48.685,142.201,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,42.46456948,23.25963712,0,0,2,0,10.77244843,0,0,0,6.9237372,0,48.02802097,0,0,0,0,0,0,0,0,6.9237372,5.563451492,42.46456948,0,10.77244843,0,0,0,0,0,0,0,0,0,0,0,21,0.529725659
90_30_2,3.23,2.063095014,623.8561252,11.50178923,9.42820323,9.42820323,8.43265299,5.732050808,5.732050808,4.01773441,4.01773441,2.842431934,2.842431934,2.011398714,2.011398714,0,0,0,0,0,11.37477255,10.77244843,0,18.19910121,59.91409222,0,219.1047994,0.588235294,1.294117647,2.176470588,0,-2.28,17,206.183,15098.31448,9.911593599,4.30042799,1.996948717,100.720024,3.446898148,0.35501992,3.446898148,0.046341099,1.11467876,0.046341099,1.11467876,-0.35501992,4.5834,73.6727,219.287,1,1,0,0,0,3,0,3,1,1,1,0,2,0,0,0,82,5.316788604,0,0,0,0,0,0,0,0,0,54.59730362,23.58532542,16.76099676,0,3,0,22.14722098,0,0,0,0,5.316788604,72.79640482,0,0,5.316788604,11.37477255,0,0,0,0,0,0,72.79640482,0,10.77244843,0,12.03,0,0,0,0,0,0,0,0,0,33.16666667,0.664650917
90_41_5,1.41,2.536070446,392.8790478,9.096011838,7.273502692,7.273502692,6.377010098,4.276709006,4.276709006,2.953275852,2.953275852,2.045583782,2.045583782,1.37761141,1.37761141,0,0,0,0,0,11.25083777,5.563451492,0,42.46456948,12.13273414,5.733667477,169.0891494,0.692307692,1.307692308,2,0,-1.76,13,158.139,1459.756928,7.866895638,3.31491082,1.541151578,77.82838802,5.852575586,0.398225859,5.852575586,0.039320777,0.8275,0.039320777,0.8275,-0.398225859,2.9358,56.2904,169.227,2,1,0,0,0,2,0,2,1,1,1,0,1,0,0,0,64,5.733667477,0,0,0,0,0,0,0,0,0,48.53093655,11.62981856,11.25083777,0,2,0,5.687386275,0,0,0,0,5.733667477,54.59730362,0,11.12690298,5.733667477,5.687386275,0,0,0,0,0,0,54.59730362,0,11.12690298,0,26.02,0,0,0,0,0,0,0,0,0,27,0.652435572
90_94_8,1.45,2.2190021,529.8919985,14.69830613,12.42147763,12.42147763,9.486071003,6.582926533,6.582926533,5.211726576,5.211726576,3.291782377,3.291782377,1.988561158,1.988561158,0,4.794537184,0,5.783244946,11.12690298,11.37477255,0,0,86.52144394,0,0,268.1575633,0.65,0.95,1.2,0.235294118,-2.29,20,248.2,32168.37817,14.12615236,5.780708152,2.991465685,119.9943973,12.38139645,0.377660881,12.38139645,0.192524798,0.056122449,0.192524798,0.056122449,-0.377660881,3.0496,84.9705,268.36,0,3,0,0,0,2,0,2,3,0,3,0,4,0,0,0,104,9.799819462,0,5.783244946,0,0,0,4.794537184,0,0,0,0,48.53093655,50.69236346,0,2,4.794537184,17.1580175,0,0,0,0,37.99050739,59.65783953,0,0,9.799819462,11.37477255,0,0,33.97393288,0,0,15.92144017,48.53093655,0,0,0,23.55,0,0,0,0,0,0,0,0,0,43.33333333,0.796269721
91_15_6,0.7,3.284977739,281.7648556,7.397341225,5.203828268,5.203828268,4.880540058,2.774563865,2.774563865,1.76919058,1.76919058,1.167968279,1.167968279,0.6781066,0.6781066,0,0,0,0,11.12690298,0,0,24.26546827,12.13844263,0,10.52378311,128.0374481,0.9,1.3,1.6,0,-1.8,10,124.102,238.975896,6.32195122,2.660207612,0.962167126,58.94644671,8.448425926,0.19238881,8.448425926,0.100508968,0.435185185,0.100508968,0.435185185,-0.19238881,1.42996,35.872,128.134,0,2,0,0,0,1,0,1,2,0,2,0,0,0,0,0,46,0,12.13844263,0,0,0,0,0,0,10.52378311,0,12.13273414,12.13273414,0,11.12690298,1,0,0,10.52378311,0,0,0,0,35.39237126,0,12.13844263,0,0,0,0,0,0,22.66222574,11.12690298,24.26546827,0,0,0,47.58,0,0,0,0,0,0,0,0,0,28.33333333,0.530203344
91_20_3,1.93,2.888051602,271.0151824,6.811554788,5.618802154,5.618802154,4.966326495,3.404700538,3.404700538,2.347150628,2.347150628,1.658689248,1.658689248,1.132905825,1.132905825,0,0,0,0,0,0,10.77244843,0,0,48.53093655,0,128.0626003,0.5,0.8,1.1,0,-1.3,10,120.11,348.5704618,5.48222978,2.143052886,0.780533544,60.11306765,2.12037037,0.061629711,2.12037037,-0.018404251,1.310185185,0.018404251,1.310185185,-0.061629711,2.8398,43.948,128.174,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48.53093655,10.77244843,0,0,2,0,10.77244843,0,0,0,0,0,48.53093655,0,0,0,0,0,0,0,0,0,0,48.53093655,0,10.77244843,0,0,0,0,0,0,0,0,0,0,0,19.33333333,0.511431199
91_23_6,0.7,3.121219319,272.1431256,8.267584714,5.981359544,5.981359544,5.253218858,3.028477874,3.028477874,1.928958624,1.928958624,1.281866567,1.281866567,0.780607532,0.780607532,4.923311049,10.11431827,0,11.43689811,0,0,13.17616461,18.19910121,0,0,4.736862954,153.0425931,1.454545455,2.090909091,2.545454545,0.142857143,-1.58,11,146.081,336.8526616,7.526157113,3.005223044,1.459531257,63.56286619,10.3062037,0.490135929,10.3062037,0.310399152,0.00462963,0.310399152,-0.47337963,-0.490135929,1.6034,39.6484,153.137,0,4,0,0,0,1,0,1,3,0,4,0,2,0,0,0,58,4.736862954,0,5.749511833,0,0,5.687386275,10.11431827,0,0,0,12.13273414,6.066367068,6.066367068,12.03310859,1,9.660174003,5.687386275,0,0,0,0,7.109797541,34.37978654,0,5.749511833,4.736862954,5.687386275,5.749511833,0,12.03310859,0,10.11431827,0,24.26546827,0,0,0,52.37,0,0,0,0,0,0,0,0,0,32.83333333,0.478622896
91_57_6,1.87,2.828901216,374.4500235,7.681798276,6.541451884,6.541451884,5.360173345,3.815384141,3.815384141,2.850604952,2.850604952,1.904967731,1.904967731,1.308742686,1.308742686,0,0,0,0,0,0,16.33589992,0,0,49.38830668,0,142.0782503,0.818181818,1.545454545,2.363636364,0.090909091,-1.3,11,132.121,487.8529731,6.412726002,2.38707483,1.116826332,66.47800977,2.203703704,0.061629708,2.203703704,-0.018140474,1.317685185,0.018140474,1.317685185,-0.061629708,3.14822,48.685,142.201,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,48.02802097,17.69618563,0,0,2,0,10.77244843,0,0,0,6.9237372,0,48.02802097,0,0,0,0,0,0,0,0,6.9237372,5.563451492,42.46456948,0,10.77244843,0,0,0,0,0,0,0,0,0,0,0,21,0.529725659
91_58_7,3.63,2.828901216,379.2844904,7.681798276,5.919416357,6.675345303,5.360173345,3.504366377,3.88233085,2.491472573,2.927908353,1.711512049,1.946609151,1.160178551,1.340721181,0,0,0,0,0,5.022633314,10.77244843,0,30.33183534,12.13273414,11.60093989,162.0236279,0.818181818,1.545454545,2.363636364,0,-1.01,11,155.563,487.8529731,6.684816447,2.554171088,1.218047189,70.41633388,5.81867032,0.08432103,5.81867032,0.041187665,0.795092593,0.041187665,0.795092593,-0.08432103,3.4932,48.958,162.619,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,41.93277523,22.90518257,5.022633314,0,2,0,22.37338832,0,0,0,0,0,47.48720279,0,0,0,0,0,11.60093989,0,0,0,0,42.46456948,5.022633314,10.77244843,0,0,0,5.81867032,0,0,0,0,0,0,0,17.29244079,0.55644797
91_94_1,2.16,2.502080374,489.0371241,11.7067423,8.3747311,9.886588992,7.5753874,4.681382486,5.437311432,3.472584268,4.286984521,2.334235483,2.988889153,1.413395016,1.774480277,0,0,0,0,21.42003918,11.12690298,0,24.26546827,12.13273414,0,34.66921473,252.0221037,0.6875,1.0625,1.375,0,-1.38,16,243.052,4453.211453,11.1157694,4.239460725,2.080330576,103.7748112,5.952104609,0.397522378,5.952104609,0.064109066,0.532821712,0.064109066,0.532821712,-0.397522378,3.8248,70.7228,253.132,4,2,0,0,0,2,0,2,2,2,4,0,1,0,0,0,82,11.46733495,0,0,0,0,0,0,0,0,0,35.33461392,35.39237126,0,21.42003918,2,0,34.57665233,0,0,0,0,11.46733495,46.44346904,0,11.12690298,11.46733495,11.37477255,0,23.20187978,0,0,0,0,36.39820241,10.04526663,11.12690298,0,52.04,0,11.90420922,0,0,0,0,0,0,0,26.318013,0.758673928
91_96_3,0.2,2.167824804,870.0480937,20.8445705,16.51130834,16.51130834,13.1507748,8.956777887,8.956777887,6.913337344,6.913337344,4.15332795,4.15332795,2.807973123,2.807973123,0,19.17814874,0,36.2224926,11.37477255,22.25380597,13.8474744,12.13273414,38.11294267,10.63357721,0,380.1736072,0.678571429,1.035714286,1.321428571,0.272727273,-3.28,28,356.252,950826.4989,21.0249953,9.080839373,5.873074107,163.8837312,11.77958192,0.325465814,11.77958192,0.231314847,0.14166984,0.231314847,-0.328842789,-0.325465814,3.80564,109.2074,380.444,2,6,0,0,0,2,0,2,4,2,6,0,7,0,0,0,146,10.63357721,11.56648989,0,11.81435946,0,0,19.17814874,0,0,0,12.13273414,74.21422304,11.37477255,12.84164325,2,19.17814874,34.7556219,0,0,0,40.53659204,10.63357721,47.52510539,0,11.12690298,10.63357721,11.37477255,0,0,23.38084935,19.17814874,13.8474744,37.81602063,36.39820241,0,11.12690298,0,92.34,0,0,0,0,0,0,0,0,0,72.66666667,0.71465945
92_52_4,2.64,2.45714948,297.4313205,8.22576835,6.773502692,6.773502692,5.966326495,4.071367205,4.071367205,2.732050808,2.732050808,1.88091147,1.88091147,1.261205885,1.261205885,0,0,0,0,0,0,11.12690298,0,12.13273414,48.53093655,0,154.0782503,0.416666667,0.75,1.083333333,0,-1.56,12,144.132,1023.952729,7.108736858,3.224946402,1.37393594,72.48849733,2.12037037,0.062225395,2.12037037,-0.018404256,1.276018519,0.018404256,1.276018519,-0.062225395,3.3536,51.878,154.212,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,60.66367068,11.12690298,0,0,2,0,0,0,0,0,0,0,60.66367068,0,11.12690298,0,0,0,0,0,0,0,0,60.66367068,0,11.12690298,0,0,0,0,0,0,0,0,0,0,0,23.33333333,0.590501888
92_70_6,0.6,2.77051081,502.8588453,10.12939203,7.266777097,7.266777097,6.68154055,4.133388548,4.133388548,3.02166036,3.02166036,2.09443316,2.09443316,1.399574552,1.399574552,5.969305288,9.901064579,0,11.31296332,0,10.77244843,12.13273414,6.066367068,18.19910121,0,5.106527395,188.0473441,1.071428571,1.642857143,2.214285714,0,-2.03,14,180.118,1786.464561,8.56302976,3.030137125,1.28659826,80.22799937,10.70544737,0.507029322,10.70544737,0.338992177,0.066018519,0.338992177,-1.117358277,-0.507029322,2.2436,52.5721,188.182,2,3,0,0,0,2,0,2,2,2,3,0,1,0,0,0,70,10.21305479,11.31296332,0,0,0,5.969305288,0,4.794537184,0,0,24.26546827,22.90518257,0,0,2,15.00759197,16.74175372,0,0,0,0,0,41.9616539,0,5.749511833,0,0,5.749511833,0,16.18236008,0,0,10.35798868,36.39820241,0,10.77244843,0,57.53,0,0,0,0,0,0,0,0,0,39.33333333,0.721068732
92_77_3,0.81,1.968599173,766.3018322,13.94938299,10.70631485,10.70631485,9.737183443,6.320465353,6.320465353,4.536657345,4.536657345,3.140308194,3.140308194,2.130059389,2.130059389,0,9.901064579,0,17.22014305,5.687386275,10.77244843,0,24.26546827,42.46456948,5.316788604,0,263.0946287,0.85,1.45,2.15,0,-2.81,20,250.192,52509.54496,12.23544093,5.052938138,2.335314622,116.040722,12.20748819,0.507097992,12.20748819,0.258938598,0.016545257,0.258938598,-0.319950869,-0.507097992,3.7977,80.008,263.296,2,3,0,0,0,3,0,3,2,2,3,0,2,0,0,0,98,10.423316,5.749511833,0,0,5.907179729,0,4.794537184,0,0,0,42.46456948,35.0379167,5.687386275,5.563451492,3,9.901064579,22.36701443,0,0,0,0,5.316788604,72.29348924,0,5.749511833,5.316788604,5.687386275,5.749511833,0,11.01370712,0,0,10.35798868,66.73003775,0,10.77244843,0,49.33,0,0,0,0,0,0,0,0,0,47.5,0.738495475
92_84_2,2.55,2.124918322,391.7528749,9.380468889,7.527050444,8.343547025,6.93265299,4.562948829,5.37944541,3.219380908,4.303157864,2.263373372,3.41519171,1.581367943,2.569567134,0,0,0,0,0,0,21.1657395,0,11.76188495,53.84772515,0,199.0455703,0.714285714,1.214285714,1.785714286,0,-1.41,14,190.206,3255.128956,7.94478261,3.065933021,1.191529677,87.15563838,3.41962963,0.35367739,3.41962963,0.052586194,1.204814815,0.052586194,1.204814815,-0.35367739,3.8948,60.2897,199.278,1,1,0,1,1,2,0,2,2,1,2,0,0,0,0,0,68,5.316788604,0,0,0,0,0,0,0,0,0,36.02735322,24.26546827,9.790966951,11.37477255,3,0,23.1366575,0,0,0,9.790966951,5.316788604,48.53093655,0,0,5.316788604,11.37477255,0,11.76188495,0,0,0,0,58.3219035,0,0,0,12.03,0,1.82,0,0,0,0,0,0,0,25.18,0.589075014
94_52_0,0.4,2.676772327,434.8990384,8.552041764,6.020324849,6.020324849,5.770856948,3.347269863,3.347269863,2.361098245,2.361098245,1.615821139,1.615821139,1.033821783,1.033821783,4.923311049,10.11431827,0,5.687386275,5.516700718,5.516700718,18.46005421,6.066367068,0,9.967957042,0,163.0381764,1.5,2.333333333,3.083333333,0,-1.91,12,158.096,924.2314959,6.778847132,2.297993724,0.914298132,67.19485178,10.33406274,0.344589566,10.33406274,0.271242397,0.064444444,0.271242397,-0.436388889,-0.344589566,1.4711,42.7481,163.136,1,5,0,0,0,1,1,2,3,1,5,0,1,0,0,0,60,4.983978521,0,0,0,5.687386275,0,10.11431827,4.983978521,0,0,0,6.066367068,12.13273414,22.28403256,2,4.923311049,16.72078771,0,9.967957042,0,0,0,34.64073955,0,0,0,5.687386275,0,0,14.89126809,0,10.11431827,0,24.52642128,0,11.03340144,0,71.82,0,0,0,0,0,0,0,0,0,34.5,0.510666528
